article_id,url,headline,section,topic_tags,published_at,author_id,word_count,language,sponsor_tag
3825,https://cascadetribune.com/housing/2025/04/inside-the-transit-oriented-development-planned-for-north-po-3825,Inside the transit-oriented development planned for North Portland,housing,"[""city_council"", ""multnomah_county"", ""zoning""]",2025-04-07T12:34:40,22,1586,en,
3826,https://cascadetribune.com/housing/2025/04/joint-office-of-homeless-services-shifts-14-million-to-outre-3826,Joint Office of Homeless Services shifts $14 million to outreach contracts,housing,"[""joint_office"", ""rent_stabilization"", ""tenant_protections""]",2025-04-07T15:38:54,12,1475,en,
3827,https://cascadetribune.com/food_drink/2025/04/the-weekday-lunch-counter-taking-over-alberta-arts-3827,The weekday lunch counter taking over Alberta Arts,food_drink,"[""coffee_culture"", ""craft_beer"", ""wine_country""]",2025-04-07T16:55:10,17,683,en,
3828,https://cascadetribune.com/transportation/2025/04/hawthorne-bridge-replacement-moves-to-environmental-review-3828,Hawthorne Bridge replacement moves to environmental review,transportation,"[""bike_infrastructure"", ""downtown"", ""parking_reform""]",2025-04-07T13:26:03,5,778,en,
3829,https://cascadetribune.com/transportation/2025/04/vision-zero-report-flags-high-injury-network-unchanged-after-3829,Vision Zero report flags high-injury network unchanged after five years,transportation,"[""bridge_replacement"", ""vision_zero""]",2025-04-07T10:02:44,13,816,en,
3830,https://cascadetribune.com/transportation/2025/04/freezes-could-kill-the-east-portland-night-service-in-inner--3830,Freezes could kill the East Portland night service in Inner Southeast,transportation,"[""ev_charging"", ""freight"", ""parking_reform""]",2025-04-07T08:58:37,21,802,en,
3831,https://cascadetribune.com/city_hall/2025/04/multnomah-county-health-department-budget-would-cut-office-l-3831,Multnomah County Health Department budget would cut office leases,city_hall,"[""city_audit"", ""oregon_legislature""]",2025-04-08T10:20:44,7,1633,en,
3832,https://cascadetribune.com/climate/2025/04/oregon-s-tribal-co-management-framework-hits-halfway-mark-on-3832,Oregon's tribal co-management framework hits halfway mark on its emissions target,climate,"[""atmospheric_river"", ""gas_phaseout"", ""salmon"", ""wildfires""]",2025-04-08T12:08:02,9,1284,en,
3833,https://cascadetribune.com/climate/2025/04/atmospheric-river-dumps-1-2-inches-an-hour-at-the-peak-on-po-3833,Atmospheric river dumps 1.2 inches an hour at the peak on Portland metro,climate,"[""columbia_river"", ""gas_phaseout""]",2025-04-08T18:04:24,16,820,en,
3834,https://cascadetribune.com/housing/2025/04/the-tenant-screening-reform-clears-another-hurdle-at-multnom-3834,The tenant screening reform clears another hurdle at Multnomah County,housing,"[""encampments"", ""supportive_housing"", ""tenant_protections""]",2025-04-08T10:32:53,4,1318,en,
3835,https://cascadetribune.com/city_hall/2025/04/records-show-internal-emails-warned-of-the-cost-overrun-at-b-3835,Records show internal emails warned of the cost overrun at Bureau of Planning,city_hall,"[""multnomah_county"", ""oregon_legislature""]",2025-04-08T13:46:24,10,1162,en,
3836,https://cascadetribune.com/climate/2025/04/climate-scientists-revise-fire-season-risk-after-an-audit-3836,Climate scientists revise fire-season risk after an audit,climate,"[""oregon_climate_action_plan"", ""oregon_legislature"", ""wildfires""]",2025-04-08T06:58:50,16,1343,en,
3837,https://cascadetribune.com/opinion/2025/04/column-measure-110-s-repeal-didn-t-fix-what-it-was-meant-to--3837,Column: Measure 110's repeal didn't fix what it was meant to fix,opinion,"[""fentanyl_crisis"", ""homelessness""]",2025-04-08T09:14:38,15,1023,en,
3838,https://cascadetribune.com/city_hall/2025/04/city-council-tables-the-camping-ordinance-3838,City Council tables the camping ordinance,city_hall,"[""clackamas_county"", ""ranked_choice_voting""]",2025-04-08T17:29:42,11,1381,en,Powell's Community Foundation
3839,https://cascadetribune.com/opinion/2025/04/portland-s-downtown-a-reckoning-3839,Portland's downtown: a reckoning,opinion,"[""city_council"", ""decarbonization"", ""homelessness"", ""ranked_choice_voting""]",2025-04-08T13:02:48,9,860,en,
3840,https://cascadetribune.com/city_hall/2025/04/city-council-rejects-the-parking-reform-package-3840,City Council rejects the parking reform package,city_hall,"[""ethics_commission"", ""multnomah_county"", ""ranked_choice_voting""]",2025-04-08T08:16:16,10,1669,en,
3841,https://cascadetribune.com/transportation/2025/04/trimet-freezes-the-fx-bus-rollout-3841,TriMet freezes the FX bus rollout,transportation,"[""max_light_rail"", ""parking_reform"", ""vision_zero""]",2025-04-08T09:02:19,1,653,en,
3842,https://cascadetribune.com/city_hall/2025/04/records-show-internal-emails-warned-of-the-cost-overrun-at-p-3842,Records show internal emails warned of the cost overrun at Portland Bureau of Emergency Management,city_hall,"[""ballot_measures"", ""public_safety""]",2025-04-09T16:04:16,10,1190,en,
3843,https://cascadetribune.com/transportation/2025/04/pedestrian-deaths-on-tv-highway-up-as-fall-budget-hearings-3843,Pedestrian deaths on TV Highway up as fall budget hearings,transportation,"[""ev_charging"", ""freight"", ""parking_reform""]",2025-04-09T16:47:43,5,861,en,
3844,https://cascadetribune.com/climate/2025/04/wildfire-season-follows-the-third-driest-spring-on-record-ea-3844,Wildfire season follows the third-driest spring on record earlier than expected,climate,"[""decarbonization"", ""oregon_climate_action_plan"", ""salmon""]",2025-04-09T11:51:28,16,1457,en,
3845,https://cascadetribune.com/business/2025/04/stoel-rives-cuts-240-jobs-as-a-public-records-release-3845,Stoel Rives cuts 240 jobs as a public records release,business,"[""layoffs"", ""openings_closings"", ""public_safety""]",2025-04-09T08:30:03,11,757,en,
3846,https://cascadetribune.com/climate/2025/04/why-the-hood-river-valley-is-warming-faster-than-the-rest-of-3846,Why the Hood River Valley is warming faster than the rest of the state,climate,"[""decarbonization"", ""fire_season"", ""wildfires""]",2025-04-09T07:47:43,9,801,en,
3847,https://cascadetribune.com/housing/2025/04/inside-the-modular-supportive-housing-project-planned-for-no-3847,Inside the modular supportive housing project planned for Northeast Portland,housing,"[""encampments"", ""evictions"", ""housing_authority""]",2025-04-09T12:14:02,22,777,en,
3848,https://cascadetribune.com/business/2025/04/inside-the-co-op-grocery-reshaping-the-central-city-3848,Inside the co-op grocery reshaping the central city,business,"[""downtown"", ""homelessness"", ""port_of_portland"", ""public_safety""]",2025-04-09T07:42:17,2,812,en,
3849,https://cascadetribune.com/housing/2025/04/joint-office-of-homeless-services-drops-a-long-running-shelt-3849,Joint Office of Homeless Services drops a long-running shelter operator,housing,"[""housing_authority"", ""supportive_housing"", ""tenant_protections""]",2025-04-09T19:40:46,18,820,en,
3850,https://cascadetribune.com/transportation/2025/04/vision-zero-report-flags-speeding-tickets-are-down-despite-e-3850,Vision Zero report flags speeding tickets are down despite enforcement push,transportation,"[""bike_infrastructure"", ""ev_charging"", ""max_light_rail""]",2025-04-09T06:59:09,13,646,en,
3851,https://cascadetribune.com/city_hall/2025/04/portland-s-the-downtown-revitalization-plan-faces-a-state-pr-3851,Portland's the downtown revitalization plan faces a state preemption,city_hall,"[""ethics_commission"", ""police_oversight"", ""washington_county""]",2025-04-09T14:20:29,4,1445,en,
3852,https://cascadetribune.com/climate/2025/04/heat-wave-ties-four-records-as-forecast-tightens-3852,Heat wave ties four records as forecast tightens,climate,"[""atmospheric_river"", ""fire_season""]",2025-04-09T10:44:05,3,1476,en,
3853,https://cascadetribune.com/city_hall/2025/04/city-council-rejects-the-parking-reform-package-3853,City Council rejects the parking reform package,city_hall,"[""charter_reform"", ""ranked_choice_voting""]",2025-04-10T11:30:01,10,1043,en,
3854,https://cascadetribune.com/housing/2025/04/inside-the-mixed-use-complex-planned-for-outer-southwest-3854,Inside the mixed-use complex planned for outer Southwest,housing,"[""rent_stabilization"", ""tenant_protections"", ""zoning""]",2025-04-10T14:03:23,8,895,en,
3855,https://cascadetribune.com/opinion/2025/04/why-ranked-choice-voting-needs-a-real-public-education-inves-3855,Why ranked-choice voting needs a real public-education investment,opinion,"[""public_safety"", ""ranked_choice_voting""]",2025-04-10T12:47:12,15,730,en,
3856,https://cascadetribune.com/business/2025/04/weekend-foot-traffic-returns-as-ballot-pressure-3856,Weekend foot traffic returns as ballot pressure,business,"[""homelessness"", ""openings_closings"", ""public_safety""]",2025-04-10T19:24:35,19,853,en,
3857,https://cascadetribune.com/culture/2025/04/powell-s-books-announces-a-30-expansion-of-k-12-programming-3857,Powell's Books announces a 30% expansion of K-12 programming,culture,"[""indie_music"", ""performing_arts""]",2025-04-10T15:08:27,6,847,en,
3858,https://cascadetribune.com/business/2025/04/vacasa-expands-into-bend-3858,Vacasa expands into Bend,business,"[""downtown"", ""homelessness""]",2025-04-10T13:02:58,11,835,en,
3859,https://cascadetribune.com/city_hall/2025/04/audit-finds-compliance-gaps-in-portland-parks-recreation-3859,Audit finds compliance gaps in Portland Parks & Recreation,city_hall,"[""clackamas_county"", ""ethics_commission"", ""washington_county""]",2025-04-10T10:18:28,10,968,en,
3860,https://cascadetribune.com/opinion/2025/04/portland-needs-a-transit-funding-model-that-doesn-t-break-wi-3860,Portland needs a transit funding model that doesn't break with every recession,opinion,"[""homelessness"", ""trimet""]",2025-04-10T18:07:18,8,754,en,
3861,https://cascadetribune.com/housing/2025/04/joint-office-of-homeless-services-drops-a-long-running-shelt-3861,Joint Office of Homeless Services drops a long-running shelter operator,housing,"[""evictions"", ""joint_office"", ""tenant_protections""]",2025-04-11T14:19:42,7,1034,en,
3862,https://cascadetribune.com/culture/2025/04/pickathon-brings-a-two-day-japanese-american-storytelling-th-3862,Pickathon brings a two-day Japanese-American storytelling thread to outer Southwest,culture,"[""indie_music"", ""lit_scene"", ""performing_arts""]",2025-04-11T17:56:41,17,568,en,
3863,https://cascadetribune.com/transportation/2025/04/vision-zero-report-flags-speeding-tickets-are-down-despite-e-3863,Vision Zero report flags speeding tickets are down despite enforcement push,transportation,"[""bridge_replacement"", ""ev_charging"", ""freight""]",2025-04-11T16:56:28,5,741,en,
3864,https://cascadetribune.com/transportation/2025/04/trimet-extends-the-fx-bus-rollout-3864,TriMet extends the FX bus rollout,transportation,"[""bike_infrastructure"", ""city_council"", ""max_light_rail""]",2025-04-11T06:08:17,9,790,en,
3865,https://cascadetribune.com/city_hall/2025/04/city-council-fast-tracks-the-homelessness-response-budget-3865,City Council fast-tracks the homelessness response budget,city_hall,"[""city_audit"", ""mayors_office"", ""washington_county""]",2025-04-11T12:19:19,10,1693,en,
3866,https://cascadetribune.com/city_hall/2025/04/audit-finds-compliance-gaps-in-bureau-of-development-service-3866,Audit finds compliance gaps in Bureau of Development Services,city_hall,"[""public_safety"", ""ranked_choice_voting""]",2025-04-11T11:16:08,7,1528,en,
3867,https://cascadetribune.com/housing/2025/04/inside-the-transit-oriented-development-planned-for-outer-so-3867,Inside the transit-oriented development planned for outer Southwest,housing,"[""adu"", ""tenant_protections""]",2025-04-11T09:23:45,12,1232,en,
3868,https://cascadetribune.com/housing/2025/04/portland-s-vacancy-rate-hits-an-all-time-backlog-3868,Portland's vacancy rate hits an all-time backlog,housing,"[""rent_stabilization"", ""supportive_housing""]",2025-04-11T20:01:38,4,1170,en,
3869,https://cascadetribune.com/climate/2025/04/oregon-s-100-clean-electricity-rule-hits-a-court-challenge-3869,Oregon's 100% clean electricity rule hits a court challenge,climate,"[""gas_phaseout"", ""heat_dome"", ""oregon_legislature""]",2025-04-11T15:48:34,3,887,en,
3870,https://cascadetribune.com/climate/2025/04/oregon-s-climate-protection-program-hits-first-compliance-de-3870,Oregon's Climate Protection Program hits first compliance deadline,climate,"[""fire_season"", ""heat_dome"", ""oregon_legislature"", ""wildfires""]",2025-04-11T12:26:05,3,1447,en,
3871,https://cascadetribune.com/climate/2025/04/why-multnomah-county-is-losing-snowpack-two-weeks-earlier-ea-3871,Why Multnomah County is losing snowpack two weeks earlier each decade,climate,"[""heat_dome"", ""oregon_legislature"", ""salmon""]",2025-04-12T06:15:27,3,1038,en,
3872,https://cascadetribune.com/climate/2025/04/climate-scientists-revise-ozone-forecasts-after-rising-servi-3872,Climate scientists revise ozone forecasts after rising service costs,climate,"[""climate_resilience"", ""decarbonization"", ""oregon_legislature"", ""salmon""]",2025-04-12T17:13:47,9,1135,en,
3873,https://cascadetribune.com/city_hall/2025/04/portland-s-the-lobbying-disclosure-rule-faces-a-state-preemp-3873,Portland's the lobbying disclosure rule faces a state preemption,city_hall,"[""city_audit"", ""city_council"", ""public_records""]",2025-04-12T16:28:28,7,1075,en,
3874,https://cascadetribune.com/food_drink/2025/04/inner-eastside-lunch-guide-where-chefs-are-eating-3874,Inner Eastside lunch guide: where chefs are eating,food_drink,"[""coffee_culture"", ""craft_beer"", ""new_restaurants""]",2025-04-12T12:24:29,17,470,en,
3875,https://cascadetribune.com/climate/2025/04/salmon-counts-on-the-columbia-tell-what-restoration-is-and-i-3875,Salmon counts on the Columbia tell what restoration is — and isn't — doing,climate,"[""climate_resilience"", ""columbia_river"", ""oregon_legislature""]",2025-04-13T06:51:42,16,1405,en,
3876,https://cascadetribune.com/climate/2025/04/wildfire-season-starts-five-weeks-earlier-than-the-30-year-a-3876,Wildfire season starts five weeks earlier than the 30-year average earlier than expected,climate,"[""columbia_river"", ""fire_season"", ""gas_phaseout""]",2025-04-13T12:53:30,9,1395,en,
3877,https://cascadetribune.com/city_hall/2025/04/portland-s-the-homelessness-response-budget-faces-a-county-s-3877,Portland's the homelessness response budget faces a county standoff,city_hall,"[""city_council"", ""mayors_office""]",2025-04-13T09:14:25,1,736,en,
3878,https://cascadetribune.com/city_hall/2025/04/audit-finds-compliance-gaps-in-bureau-of-planning-3878,Audit finds compliance gaps in Bureau of Planning,city_hall,"[""city_council"", ""multnomah_county"", ""oregon_legislature""]",2025-04-13T11:28:32,15,787,en,
3879,https://cascadetribune.com/climate/2025/04/climate-scientists-revise-fire-season-risk-after-growing-cou-3879,Climate scientists revise fire-season risk after growing council split,climate,"[""gas_phaseout"", ""salmon""]",2025-04-14T18:56:33,3,1443,en,
